20.67,174879000
20.02,104478000
21.18,110911500
22.33,113268000
22.36,105127500
22.57,81493500
23.00,90846000
23.15,75586500
22.29,78709500
22.96,90849000
23.07,70375500
23.15,55150500
20.15,362262000
19.93,181000500
19.17,187950000
19.43,120183000
19.80,108744000
19.76,96349500
19.83,69325500
20.58,168754500
20.47,188538000
20.81,109251000
20.86,110281500
21.42,101142000
21.15,75577500
20.50,97809000
20.39,87663000
20.86,106945500
20.79,82764000
20.54,77124000
20.25,78012000
20.53,58573500
20.38,62526000
20.17,107131500
19.42,133638000
19.65,86109000
19.92,99397500
19.86,128737500
20.98,167758500
21.33,157810500
19.65,343671000
19.02,256452000
18.44,281470500
18.42,155032500
18.44,141637500
18.94,132294000
19.39,110884500
18.89,112561500
19.26,102670500
19.33,106551000
18.36,221782500
17.97,154215000
17.83,177009000
18.24,103623000
18.27,89206500
17.64,131184000
17.36,153225000
17.85,110263500
18.32,131688000
18.57,101611500
18.66,89869500
19.28,121656000
19.06,82183500
19.45,118791000
17.85,355810500
18.33,195574500
18.21,156156000
18.15,88560000
18.40,105919500
17.89,147538500
17.85,101190000
17.76,150579000
18.22,109093500
18.08,76897500
18.22,88144500
17.52,182206500
17.59,164158500
17.24,160912500
16.51,327741000
15.68,335410500
16.10,250717500
15.91,141969000
15.60,160566000
16.27,272389500
17.00,355602000
17.02,162508500
16.47,151971000
16.32,92646000
16.13,100671000
15.97,105124500
15.13,162522000
15.49,108786000
15.46,109440000
15.22,112249500
14.07,266800500
13.69,307893000
13.67,270058500
12.85,280278000
13.03,398206500
12.71,212049000
12.58,154693500
12.66,179529000
12.55,118897500
12.34,156100500
11.93,195966000
12.91,207112500
13.11,202662000
13.73,303633000
13.63,240052500
14.19,158775000
14.47,174802500
13.95,227962500
14.26,122524500
14.33,111501000
15.00,184752000
14.98,190737000
15.10,98626500
14.64,177952500
14.79,123031500
14.91,86262000
14.65,92731500
14.62,127608000
14.86,95095500
14.90,102771000
15.14,123201000
14.97,138885000
15.66,213016500
15.54,105985500
15.36,88207500
15.34,92862000
15.93,137185500
15.91,112716000
16.34,138007500
16.90,165001500
16.83,122235000
16.99,146470500
16.90,71379000
17.21,105726000
17.05,102636000
17.34,75346500
17.66,166092000
15.25,336274500
15.20,150415500
15.72,139099500
16.15,121635000
16.11,137673000
15.59,123892500
15.62,92047500
15.22,105424500
15.38,83463000
15.56,71647500
15.89,79114500
15.67,58473000
15.27,69958500
15.67,72721500
14.64,143439000
14.38,122394000
14.66,76477500
15.12,79644000
15.06,61878000
14.72,116914500
14.81,98385000
14.09,128079000
14.33,75778500
14.27,81243000
14.37,48382500
14.78,77692500
15.04,139809000
15.00,80311500
14.71,86415000
15.31,110929500
15.16,62841000
15.45,72040500
15.70,73255500
16.47,150642000
16.39,128718000
16.35,79696500
16.19,70921500
16.32,57981000
16.23,62553000
16.44,71937000
16.04,95295000
16.08,65103000
14.88,193372500
15.25,141406500
16.17,178267500
16.14,166746000
16.06,88197000
16.31,92439000
16.21,84471000
15.54,226267500
15.43,119925000
15.85,120963000
16.00,130173000
16.30,103416000
16.32,94249500
16.53,127131000
17.13,153075000
17.19,96492000
17.32,100261500
17.46,71539500
17.13,86247000
16.90,75304500
17.04,69012000
16.98,78916500
19.98,445813500
21.88,450091500
21.85,283054500
21.08,190264500
21.00,144627000
20.99,76005000
20.89,95758500
21.16,131805000
21.15,104151000
21.77,119113500
22.37,217009500
22.48,91038000
23.01,149800500
23.33,110391000
23.07,126301500
23.29,96973500
23.48,72135000
23.33,66006000
23.97,115872000
23.48,100876500
23.66,91650000
22.20,253059000
22.42,185092500
21.93,119211000
22.09,83334000
22.00,36984000
22.32,91117500
22.41,98605500
22.20,82995000
22.02,55869000
22.39,114186000
22.64,135346500
23.26,132424500
23.51,103467000
23.98,116458500
23.89,98563500
25.43,272613000
25.27,127452000
26.21,211815000
26.94,271606500
27.04,221290500
27.95,199794000
28.35,120820500
28.73,159508500
28.69,149185500
27.65,188796000
27.89,154285500
28.68,142981500
29.53,266677500
30.10,151995000
31.27,268231500
32.81,467164500
32.09,426606000
31.88,194392500
34.99,397764000
35.86,434943000
34.57,260532000
34.23,326050500
34.03,204436500
36.48,267052500
37.97,470535000
38.15,294765000
37.65,215304000
37.20,204121500
37.79,176827500
38.73,267022500
42.72,435085500
43.37,235789500
52.00,705975000
59.14,914082000
48.98,726357000
49.93,598212000
49.87,255952500
51.42,370338000
51.63,175462500
51.15,180337500
53.60,394339500
53.34,235405500
57.23,245725500
61.16,381345000
59.96,264523500
60.07,214722000
55.59,227883000
53.33,259357500
51.92,211282500
45.27,364158000
44.53,363343500
49.57,302925000
49.70,386760000
49.97,225735000
48.30,162790500
46.90,189943500
40.53,256105500
43.02,233916000
42.28,199837500
37.37,283636500
36.44,339604500
29.67,307342500
28.68,359919000
24.08,356793000
28.51,452932500
28.50,424282500
28.95,246817500
33.67,343428000
35.95,318340500
35.21,260710500
34.29,215661000
33.48,179971500
34.93,266572500
32.10,200298000
30.30,297876000
32.00,338431500
34.42,223527000
36.36,268797000
36.59,189840000
38.20,204750000
43.40,337131000
47.33,458647500
48.66,353655000
49.68,309868500
50.26,196923000
49.76,221199000
45.78,303136500
48.81,212482500
47.04,198550500
48.34,198180000
53.25,310221000
51.27,228330000
53.37,243240000
52.13,427078500
46.75,487977000
50.75,288556500
51.21,254875500
52.17,166848000
52.00,172915500
54.63,241297500
54.09,247794000
53.96,238603500
52.73,285982500
53.56,205233000
53.28,157776000
54.24,174987000
53.87,144547500
54.37,109639500
55.17,183819000
54.46,149812500
54.59,121345500
54.68,173242500
53.72,108834000
55.67,176467500
59.87,224092500
58.77,203484000
58.86,119242500
57.63,133315500
59.04,117178500
63.33,212620500
62.71,170823000
68.34,278451000
64.86,238747500
62.35,251451000
66.06,235458000
65.48,210766500
66.12,148362000
66.93,146278500
66.73,130195500
66.29,95436000
66.79,95479500
64.06,164394000
65.73,138817500
63.98,132823500
67.29,135396000
71.99,253777500
74.64,199903500
80.58,258751500
91.44,308548500
92.66,322345500
91.06,244669500
92.95,175764000
102.98,350064000
99.80,584781000
101.12,351271500
103.07,245517000
100.04,214512000
100.06,139950000
109.53,256821000
104.56,241608000
106.16,212416500
100.87,364927500
94.47,290949000
102.64,240730500
98.43,237130500
99.94,141403500
99.17,114315000
95.38,183123000
99.00,132139500
99.13,126225000
99.00,74217000
99.31,89884500
96.85,133446000
94.57,112834500
91.63,129387000
103.65,327441000
108.07,306379500
110.05,188664000
122.38,303634500
125.81,247117500
125.24,183079500
133.46,309177000
136.67,322344000
134.28,300954000
134.89,159883500
143.54,213591000
149.25,355395000
147.56,301218000
166.11,355123200
158.35,269523300
149.12,288528300
135.67,262788300
139.44,330965700
110.07,346397100
122.09,238397400
123.78,254791800
124.24,182152500
139.87,249061800
149.92,291894600
147.25,216837900
141.14,230337600
147.38,259220400
149.80,328430400
141.41,238742400
126.79,285222600
129.26,289683300
135.78,201625500
140.40,149158800
139.69,150657900
143.00,144436800
149.39,152224500
138.36,214290000
141.89,134168400
137.99,147438900
141.77,129383100
141.97,121263300
144.67,86777100
147.43,116373300
148.88,103391100
153.77,143639100
149.63,107017200
146.56,98327700
143.61,108863400
140.65,94968900
140.88,97111500
141.93,119979600
140.21,101151000
140.09,84717600
141.56,68059500
135.34,76354200
136.94,67965900
129.35,127533900
133.50,87063300
141.30,103055100
140.33,96429300
146.03,85243500
143.32,65118000
140.42,104499000
136.79,90852600
139.04,52073100
137.25,59565300
136.17,59313300
136.03,80515800
147.20,183564900
162.21,234132000
166.42,187425900
163.20,98735700
173.95,150780900
185.13,160945500
191.33,146790600
195.25,112683300
189.20,189009300
194.92,120310500
189.61,143327100
197.79,127656000
199.68,88203900
213.92,168929100
216.63,192795000
201.49,213873600
209.02,201249600
203.33,139425000
213.28,156121800
211.08,135214500
207.59,126287400
218.63,168810300
231.67,666378600
216.62,174135900
213.45,155148000
215.33,99519000
220.59,68596800
221.23,96835800
222.00,68732400
231.59,128538000
235.22,148949700
243.26,145914600
245.04,96735600
251.99,134100000
272.01,154496700
293.34,225166500
270.40,177904800
283.15,138812100
284.80,99937500
281.67,93798900
275.39,116332800
281.52,76101000
283.48,76997700
281.66,61563300
282.21,60199500
293.60,123520200
294.36,69394800
288.05,82002000
278.48,79134000
264.51,104972400
279.94,76174200
290.93,73038600
284.90,55030500
283.33,47438100
284.08,55699800
287.81,60485100
283.15,45473100
268.27,108648300
270.55,64868400
272.04,71304900
265.41,59406900
266.05,77989500
262.46,53871300
260.43,56874900
238.17,111809100
232.95,199820700
247.34,110301000
227.41,117071700
225.17,123267600
239.48,81408600
228.81,71196600
217.73,90624000
207.15,197758500
199.32,268189500
187.67,155361000
224.53,202569900
222.69,181817100
233.20,108761700
231.24,100751400
235.98,88006800
225.63,96587100
233.94,121117500
217.72,99674400
218.29,128682000
223.33,118536600
220.72,91475700
210.09,101385600
213.46,117674700
